ID,gene_name
ENSG00000139631.20,CSAD
ENSG00000257808.1,ENSG00000257808
ENSG00000296428.1,ENSG00000296428
ENSG00000139651.11,ZNF740
ENSG00000139626.16,ITGB7
ENSG00000297487.1,ENSG00000297487
ENSG00000172819.17,RARG
ENSG00000300047.1,ENSG00000300047
ENSG00000283536.3,ENSG00000283536
ENSG00000182544.9,MFSD5
ENSG00000305608.1,ENSG00000305608
ENSG00000135476.12,ESPL1
ENSG00000123349.15,PFDN5
ENSG00000288663.1,ENSG00000288663
ENSG00000257605.5,MYG1-AS1
ENSG00000139637.14,MYG1
ENSG00000094914.14,AAAS
ENSG00000170374.6,SP7
ENSG00000303057.1,ENSG00000303057
ENSG00000185591.10,SP1
ENSG00000135409.11,AMHR2
ENSG00000205352.11,PRR13
ENSG00000257379.1,ENSG00000257379
ENSG00000197111.16,PCBP2
ENSG00000282977.1,PCBP2-OT1
ENSG00000273658.1,ENSG00000273658
ENSG00000139625.13,MAP3K12
ENSG00000293778.1,ENSG00000293778
ENSG00000270175.2,ENSG00000270175
ENSG00000139546.12,TARBP2
ENSG00000139574.9,NPFF
ENSG00000267281.3,ATF7-NPFF
ENSG00000170653.19,ATF7
ENSG00000257550.2,ENSG00000257550
ENSG00000285692.1,ENSG00000285692
ENSG00000275488.1,ENSG00000275488
ENSG00000135390.21,ATP5MC2
ENSG00000213470.4,RPL31P51
ENSG00000305918.1,ENSG00000305918
ENSG00000012822.16,CALCOCO1
ENSG00000299015.1,ENSG00000299015
ENSG00000286069.3,ENSG00000286069
ENSG00000260492.4,CISTR
ENSG00000306662.1,ENSG00000306662
ENSG00000253053.1,RN7SKP289
ENSG00000306638.1,ENSG00000306638
ENSG00000309359.1,ENSG00000309359
ENSG00000249641.3,HOXC13-AS
ENSG00000123364.5,HOXC13
ENSG00000293679.1,ENSG00000293679
ENSG00000293680.1,ENSG00000293680
ENSG00000123407.4,HOXC12
ENSG00000228630.8,HOTAIR
ENSG00000293681.1,ENSG00000293681
ENSG00000275589.1,ENSG00000275589
ENSG00000277994.1,ENSG00000277994
ENSG00000274817.1,ENSG00000274817
ENSG00000277129.1,ENSG00000277129
ENSG00000123388.4,HOXC11
ENSG00000251151.3,HOXC-AS3
ENSG00000295413.1,ENSG00000295413
ENSG00000180818.5,HOXC10
ENSG00000273049.1,ENSG00000273049
ENSG00000197757.8,HOXC6
ENSG00000207924.3,MIR196A2
ENSG00000250133.2,HOXC-AS2
ENSG00000180806.5,HOXC9
ENSG00000250451.6,HOXC-AS1
ENSG00000037965.6,HOXC8
ENSG00000198353.8,HOXC4
ENSG00000273046.1,ENSG00000273046
ENSG00000260597.1,ENSG00000260597
ENSG00000172789.4,HOXC5
ENSG00000207571.1,MIR615
ENSG00000249388.4,FLJ12825
ENSG00000291180.2,ENSG00000291180
ENSG00000250654.8,ENSG00000250654
ENSG00000250432.6,FAM242C
ENSG00000202146.1,Y_RNA
ENSG00000123415.16,SMUG1
ENSG00000250742.7,LINC02381
ENSG00000257534.1,ENSG00000257534
ENSG00000248576.1,ENSG00000248576
ENSG00000295945.1,ENSG00000295945
ENSG00000299945.1,ENSG00000299945
ENSG00000094916.16,CBX5
ENSG00000283803.1,MIR3198-2
ENSG00000241785.3,RN7SL390P
ENSG00000257596.2,SCAT2
ENSG00000258344.1,ENSG00000258344
ENSG00000289154.2,ENSG00000289154
ENSG00000135486.19,HNRNPA1
ENSG00000123405.14,NFE2
ENSG00000111481.10,COPZ1
ENSG00000207381.1,RNU6-950P
ENSG00000199122.3,MIR148B
ENSG00000264028.2,RN7SL744P
ENSG00000289854.2,ENSG00000289854
ENSG00000258086.2,GPR84-AS1
ENSG00000303642.1,ENSG00000303642
ENSG00000139572.4,GPR84
ENSG00000161642.18,ZNF385A
ENSG00000161638.11,ITGA5
ENSG00000170627.11,GTSF1
ENSG00000123338.13,NCKAP1L
ENSG00000257824.1,ENSG00000257824
ENSG00000123360.12,PDE1B
ENSG00000310050.1,ENSG00000310050
ENSG00000135447.17,PPP1R1A
ENSG00000293392.1,GLYCAM1
ENSG00000257780.6,GLYCAM1
ENSG00000135413.9,LACRT
ENSG00000161634.12,DCD
ENSG00000257634.1,ENSG00000257634
ENSG00000304866.1,ENSG00000304866
ENSG00000304888.1,ENSG00000304888
ENSG00000270858.1,VDAC1P5
ENSG00000172551.12,MUCL1
ENSG00000135426.16,TESPA1
ENSG00000299252.1,ENSG00000299252
ENSG00000299236.1,ENSG00000299236
ENSG00000257870.2,ENSG00000257870
ENSG00000123307.4,NEUROD4
ENSG00000301788.1,ENSG00000301788
ENSG00000293450.1,ENSG00000293450
ENSG00000196534.6,OR9K1P
ENSG00000257350.1,ENSG00000257350
ENSG00000170605.7,OR9K2
ENSG00000224622.1,OR9R1P
ENSG00000227423.2,OR10U1P
ENSG00000179919.3,OR10A7
ENSG00000197706.5,OR6C74
ENSG00000213451.2,OR6C69P
ENSG00000205331.5,OR6C72P
ENSG00000188324.4,OR6C6
ENSG00000230307.1,OR6C5P
ENSG00000205330.4,OR6C1
ENSG00000205329.3,OR6C3
ENSG00000257757.1,OR6C7P
ENSG00000187857.5,OR6C75
ENSG00000290813.1,ENSG00000290813
ENSG00000203408.5,OR6C71P
ENSG00000290814.1,ENSG00000290814
ENSG00000233606.3,OR6C66P
ENSG00000257414.1,OR6C73P
ENSG00000205328.3,OR6C65
ENSG00000179899.8,PHC1P1
ENSG00000185821.3,OR6C76
ENSG00000258763.6,ENSG00000258763
ENSG00000179695.3,OR6C2
ENSG00000184954.4,OR6C70
ENSG00000205327.3,OR6C68
ENSG00000234670.1,OR6C64P
ENSG00000179626.4,OR6C4
ENSG00000179615.3,OR2AP1
ENSG00000290754.1,ENSG00000290754
ENSG00000272937.3,OR6U2P
ENSG00000175398.3,OR10P1
ENSG00000304534.1,ENSG00000304534
ENSG00000272837.1,OR10AE3P
ENSG00000258907.2,PSMB3P1
ENSG00000304548.1,ENSG00000304548
ENSG00000270458.1,ENSG00000270458
ENSG00000170439.8,TMT1B
ENSG00000135424.19,ITGA7
ENSG00000295689.1,ENSG00000295689
ENSG00000289965.2,ENSG00000289965
ENSG00000258311.5,ENSG00000258311
ENSG00000135441.8,BLOC1S1
ENSG00000135437.10,RDH5
ENSG00000135404.12,CD63
ENSG00000258056.4,CD63-AS1
ENSG00000258045.2,Metazoa_SRP
ENSG00000257384.1,ENSG00000257384
ENSG00000135414.10,GDF11
ENSG00000205323.9,SARNP
ENSG00000257390.5,ENSG00000257390
ENSG00000257509.1,ENSG00000257509
ENSG00000123353.10,ORMDL2
ENSG00000135392.19,DNAJC14
ENSG00000293491.2,TMEM198B
ENSG00000182796.17,TMEM198B
ENSG00000123342.16,MMP19
ENSG00000257966.1,OLA1P3
ENSG00000257569.1,GSTP1P1
ENSG00000170473.17,PYM1
ENSG00000065357.20,DGKA
ENSG00000273973.1,ENSG00000273973
ENSG00000185664.15,PMEL
ENSG00000123374.11,CDK2
ENSG00000258554.1,ENSG00000258554
ENSG00000111540.16,RAB5B
ENSG00000237493.3,ENSG00000237493
ENSG00000139531.13,SUOX
ENSG00000123411.15,IKZF4
ENSG00000257449.2,ENSG00000257449
ENSG00000197728.11,RPS26
ENSG00000065361.17,ERBB3
ENSG00000257411.2,ENSG00000257411
ENSG00000295820.1,ENSG00000295820
ENSG00000170515.14,PA2G4
ENSG00000257553.1,ENSG00000257553
ENSG00000258317.2,ENSG00000258317
ENSG00000229117.9,RPL41
ENSG00000295840.1,ENSG00000295840
ENSG00000139641.13,ESYT1
ENSG00000135482.7,ZC3H10
ENSG00000297865.1,ENSG00000297865
ENSG00000257809.1,MYL6B-AS1
ENSG00000196465.11,MYL6B
ENSG00000092841.19,MYL6
ENSG00000139613.12,SMARCC2
ENSG00000258199.2,ENSG00000258199
ENSG00000297896.1,ENSG00000297896
ENSG00000181852.18,RNF41
ENSG00000139579.13,NABP2
ENSG00000139540.12,SLC39A5
ENSG00000139645.11,ANKRD52
ENSG00000300314.1,ENSG00000300314
ENSG00000135469.14,COQ10A
ENSG00000258260.1,ENSG00000258260
ENSG00000062485.19,CS
ENSG00000144785.8,ENSG00000144785
ENSG00000257303.5,CNPY2-AS1
ENSG00000257740.1,ENSG00000257740
ENSG00000257727.6,CNPY2
ENSG00000135473.16,PAN2
ENSG00000110944.9,IL23A
ENSG00000170581.15,STAT2
ENSG00000252206.1,RNU7-40P
ENSG00000307495.1,ENSG00000307495
ENSG00000175336.10,APOF
ENSG00000274823.1,APONP
ENSG00000259099.2,ENSG00000259099
ENSG00000276272.1,ENSG00000276272
ENSG00000274569.1,ENSG00000274569
ENSG00000111602.12,TIMELESS
ENSG00000135517.9,MIP
ENSG00000285528.1,ENSG00000285528
ENSG00000176422.14,SPRYD4
ENSG00000135423.13,GLS2
ENSG00000257576.1,HSPD1P4
ENSG00000298140.1,ENSG00000298140
ENSG00000076067.14,RBMS2
ENSG00000201579.1,RNU6-343P
ENSG00000076108.12,BAZ2A
ENSG00000110955.9,ATP5F1B
ENSG00000207031.1,SNORD59A
ENSG00000110958.16,PTGES3
ENSG00000241217.3,RN7SL809P
ENSG00000306812.1,ENSG00000306812
ENSG00000196531.14,NACA
ENSG00000285625.1,ENSG00000285625
ENSG00000198056.16,PRIM1
ENSG00000025423.11,HSD17B6
ENSG00000309589.1,ENSG00000309589
ENSG00000293169.1,ENSG00000293169
ENSG00000273536.1,ENSG00000273536
ENSG00000258816.1,ENSG00000258816
ENSG00000212383.1,ENSG00000212383
ENSG00000258679.2,ENSG00000258679
ENSG00000170426.2,SDR9C7
ENSG00000278400.1,ENSG00000278400
ENSG00000139547.8,RDH16
ENSG00000303268.1,ENSG00000303268
ENSG00000303285.1,ENSG00000303285
ENSG00000278399.1,ENSG00000278399
ENSG00000287715.1,ENSG00000287715
ENSG00000166856.3,GPR182
ENSG00000166860.3,ZBTB39
ENSG00000166863.13,TAC3
ENSG00000166866.13,MYO1A
ENSG00000166881.10,NEMP1
ENSG00000304975.1,ENSG00000304975
ENSG00000308897.1,ENSG00000308897
ENSG00000166886.13,NAB2
ENSG00000166888.13,STAT6
ENSG00000305565.1,ENSG00000305565
ENSG00000123384.14,LRP1
ENSG00000259125.2,LRP1-AS
ENSG00000221365.1,MIR1228
ENSG00000182379.10,NXPH4
ENSG00000276727.2,ENSG00000276727
ENSG00000182199.11,SHMT2
ENSG00000185633.11,NDUFA4L2
ENSG00000295078.1,ENSG00000295078
ENSG00000185482.8,STAC3
ENSG00000258830.1,ENSG00000258830
ENSG00000179912.21,R3HDM2
ENSG00000201198.1,RNU6-879P
ENSG00000258001.2,R3HDM2-DT
ENSG00000175189.4,INHBC
ENSG00000139269.3,INHBE
ENSG00000287200.2,ENSG00000287200
ENSG00000111087.10,GLI1
ENSG00000123329.20,ARHGAP9
ENSG00000166986.15,MARS1
ENSG00000284152.1,MIR6758
ENSG00000175197.13,DDIT3
ENSG00000285133.1,ENSG00000285133
ENSG00000208028.1,MIR616
ENSG00000166987.15,MBD6
ENSG00000175203.17,DCTN2
ENSG00000155980.13,KIF5A
ENSG00000166908.18,PIP4K2C
ENSG00000178498.16,DTX3
ENSG00000240771.8,ARHGEF25
ENSG00000224713.5,ENSG00000224713
ENSG00000287908.1,ENSG00000287908
ENSG00000135502.20,SLC26A10P
ENSG00000293429.1,ENSG00000293429
ENSG00000135454.14,B4GALNT1
ENSG00000242990.2,RPL13AP23
ENSG00000300680.1,ENSG00000300680
ENSG00000135506.17,OS9
ENSG00000257342.1,ENSG00000257342
ENSG00000135439.12,AGAP2
ENSG00000255737.2,AGAP2-AS1
ENSG00000135452.10,TSPAN31
ENSG00000135446.17,CDK4
ENSG00000283621.1,MIR6759
ENSG00000139266.6,MARCHF9
ENSG00000111012.12,CYP27B1
ENSG00000037897.17,METTL1
ENSG00000123427.17,EEF1AKMT3
ENSG00000257921.6,ENSG00000257921
ENSG00000123297.20,TSFM
ENSG00000135407.11,AVIL
ENSG00000270039.1,ENSG00000270039
ENSG00000206749.1,RNU6-1083P
ENSG00000269903.1,ENSG00000269903
ENSG00000175215.11,CTDSP2
ENSG00000207789.1,MIR26A2
ENSG00000257953.1,ENSG00000257953
ENSG00000294563.1,ENSG00000294563
ENSG00000245651.4,ENSG00000245651
ENSG00000273805.2,ENSG00000273805
ENSG00000166896.9,ATP23
ENSG00000257698.4,GIHCG
ENSG00000306680.1,ENSG00000306680
ENSG00000257159.1,ENSG00000257159
ENSG00000222210.1,RN7SKP65
ENSG00000257668.1,ENSG00000257668
ENSG00000279134.2,ENSG00000279134
ENSG00000257541.2,LINC02403
ENSG00000279411.1,ENSG00000279411
ENSG00000241423.2,RPL21P103
ENSG00000293588.2,ENSG00000293588
ENSG00000258133.1,ENSG00000258133
ENSG00000309533.1,ENSG00000309533
ENSG00000310312.1,ENSG00000310312
ENSG00000258231.6,ENSG00000258231
ENSG00000257259.4,LINC02388
ENSG00000296139.1,ENSG00000296139
ENSG00000296121.1,ENSG00000296121
ENSG00000300607.1,ENSG00000300607
ENSG00000139263.12,LRIG3
ENSG00000257443.3,LRIG3-DT
ENSG00000244390.2,RPS6P22
ENSG00000257288.1,ENSG00000257288
ENSG00000304598.1,ENSG00000304598
ENSG00000307104.1,ENSG00000307104
ENSG00000286279.3,ENSG00000286279
ENSG00000258214.1,ENSG00000258214
ENSG00000212599.1,RNU6-279P
ENSG00000251931.1,RNU6-871P
ENSG00000257230.2,LINC02448
ENSG00000202471.1,RNU4-20P
ENSG00000118596.12,SLC16A7
ENSG00000257146.1,ENSG00000257146
ENSG00000237176.4,ENSG00000237176
ENSG00000307449.1,ENSG00000307449
ENSG00000257294.2,ENSG00000257294
ENSG00000303459.1,ENSG00000303459
ENSG00000287014.1,ENSG00000287014
ENSG00000258184.1,ENSG00000258184
ENSG00000252607.1,Y_RNA
ENSG00000251822.1,ENSG00000251822
ENSG00000257865.1,ENSG00000257865
ENSG00000257308.1,ENSG00000257308
ENSG00000258336.2,DUX4L52
ENSG00000286402.1,ENSG00000286402
ENSG00000198673.11,TAFA2
ENSG00000242922.2,RPL21P104
ENSG00000257528.1,KRT8P19
ENSG00000301644.1,ENSG00000301644
ENSG00000213363.4,RPS3P6
ENSG00000257880.1,ENSG00000257880
ENSG00000258316.1,KLF17P1
ENSG00000135655.16,USP15
ENSG00000284360.1,MIR6125
ENSG00000200814.1,RNU6-595P
ENSG00000275881.1,Metazoa_SRP
ENSG00000061987.16,MON2
ENSG00000257568.1,MON2-AS1
ENSG00000202034.1,RNU6-399P
ENSG00000221949.6,LINC01465
ENSG00000257354.2,MIRLET7IHG
ENSG00000299940.1,ENSG00000299940
ENSG00000275180.3,ENSG00000275180
ENSG00000199179.3,MIRLET7I
ENSG00000309326.1,ENSG00000309326
ENSG00000111110.12,PPM1H
ENSG00000241941.2,RPL32P26
ENSG00000299602.1,ENSG00000299602
ENSG00000213352.3,GAPDHP44
ENSG00000200296.1,RNU1-83P
ENSG00000252660.1,Y_RNA
ENSG00000139239.7,RPL14P1
ENSG00000307468.1,ENSG00000307468
ENSG00000257779.1,ENSG00000257779
ENSG00000250517.3,LDHAL6CP
ENSG00000293081.1,ENSG00000293081
ENSG00000257235.1,ENSG00000257235
ENSG00000257664.1,RSL24D1P5
ENSG00000295868.1,ENSG00000295868
ENSG00000166148.4,AVPR1A
ENSG00000302777.1,ENSG00000302777
ENSG00000279444.1,ENSG00000279444
ENSG00000302797.1,ENSG00000302797
ENSG00000302754.1,ENSG00000302754
ENSG00000257332.1,HNRNPA1P69
ENSG00000258117.3,LINC03056
ENSG00000309974.1,ENSG00000309974
ENSG00000177990.12,DPY19L2
ENSG00000305446.1,ENSG00000305446
ENSG00000249753.2,ENSG00000249753
ENSG00000257005.1,ENSG00000257005
ENSG00000290896.2,ENSG00000290896
ENSG00000255583.3,ENSG00000255583
ENSG00000240027.2,RPS27P24
ENSG00000118600.13,RXYLT1
ENSG00000255850.3,RXYLT1-AS1
ENSG00000255642.1,PABPC1P4
ENSG00000196935.10,SRGAP1
ENSG00000242087.2,RPL36AP41
ENSG00000296449.1,ENSG00000296449
ENSG00000256571.1,ENSG00000256571
ENSG00000256399.1,ENSG00000256399
ENSG00000255780.1,ENSG00000255780
ENSG00000255886.1,ENSG00000255886
ENSG00000287618.2,ENSG00000287618
ENSG00000255629.1,ENSG00000255629
ENSG00000174206.13,KICS2
ENSG00000212298.1,RNU6-1009P
ENSG00000293269.2,ENSG00000293269
ENSG00000251788.1,RNU5A-7P
ENSG00000185306.13,C12orf56
ENSG00000256192.1,OOEPP2
ENSG00000256293.2,ATP6V1E1P3
ENSG00000238440.1,ENSG00000238440
ENSG00000293771.1,ENSG00000293771
ENSG00000243024.8,ENSG00000243024
ENSG00000184575.12,XPOT
ENSG00000255566.1,ENSG00000255566
ENSG00000277895.2,ENSG00000277895
ENSG00000183735.11,TBK1
ENSG00000288665.1,ENSG00000288665
ENSG00000153179.15,RASSF3
ENSG00000256199.1,ENSG00000256199
ENSG00000223294.1,SNORD83
ENSG00000309059.1,ENSG00000309059
ENSG00000256670.1,RASSF3-DT
ENSG00000266016.3,MIR548Z
ENSG00000207546.1,MIR548C
ENSG00000225195.2,ENSG00000225195
ENSG00000256314.1,ENSG00000256314
ENSG00000297826.1,ENSG00000297826
ENSG00000280320.1,ENSG00000280320
ENSG00000280181.1,ENSG00000280181
ENSG00000135677.11,GNS
ENSG00000111490.15,TBC1D30
ENSG00000288591.1,ENSG00000288591
ENSG00000307380.1,ENSG00000307380
ENSG00000307397.1,ENSG00000307397
ENSG00000286682.1,ENSG00000286682
ENSG00000243020.1,RPL7P39
ENSG00000255693.4,LINC02389
ENSG00000248995.3,LINC02231
ENSG00000221564.1,RNU6ATAC42P
ENSG00000295467.1,ENSG00000295467
ENSG00000198671.3,ENSG00000198671
ENSG00000156076.10,WIF1
ENSG00000207099.1,RNU6-166P
ENSG00000289319.2,ENSG00000289319
ENSG00000255700.2,APOOP3
ENSG00000174106.3,LEMD3
ENSG00000276853.1,ENSG00000276853
ENSG00000298493.1,ENSG00000298493
ENSG00000174099.12,MSRB3
ENSG00000250280.2,ENSG00000250280
ENSG00000215208.3,KRT18P60
ENSG00000250748.7,MSRB3-AS1
ENSG00000304178.1,ENSG00000304178
ENSG00000304153.1,ENSG00000304153
ENSG00000255866.3,ENSG00000255866
ENSG00000256268.4,LINC02454
ENSG00000256915.3,ENSG00000256915
ENSG00000296964.1,ENSG00000296964
ENSG00000213344.2,PCNPP3
ENSG00000293176.2,RPSAP52
ENSG00000304812.1,ENSG00000304812
ENSG00000304833.1,ENSG00000304833
ENSG00000241749.5,RPSAP52
ENSG00000149948.14,HMGA2
ENSG00000277945.1,ENSG00000277945
ENSG00000197301.7,HMGA2-AS1
ENSG00000256083.1,ENSG00000256083
ENSG00000296369.1,ENSG00000296369
ENSG00000276878.1,MIR6074
ENSG00000256259.2,LINC02425
ENSG00000213343.5,RPL21P18
ENSG00000251857.1,RNA5SP362
ENSG00000139233.7,LLPH
ENSG00000228144.2,ENSG00000228144
ENSG00000239335.4,LLPH-DT
ENSG00000155957.19,TMBIM4
ENSG00000090376.11,IRAK3
ENSG00000225422.4,RBMS1P1
ENSG00000284011.1,MIR6502
ENSG00000256072.1,ENSG00000256072
ENSG00000300010.1,ENSG00000300010
ENSG00000256777.1,PDCL3P7
ENSG00000222744.1,RN7SKP166
ENSG00000127311.10,HELB
ENSG00000155974.14,GRIP1
ENSG00000256285.1,OSBPL9P5
ENSG00000256420.1,OSBPL9P4
ENSG00000302533.1,ENSG00000302533
ENSG00000257083.8,ENSG00000257083
ENSG00000279310.1,ENSG00000279310
ENSG00000255976.1,RAB11AP2
ENSG00000237766.2,GGTA2P
ENSG00000309318.1,ENSG00000309318
ENSG00000111530.13,CAND1
ENSG00000286563.1,ENSG00000286563
ENSG00000256037.1,MRPL40P1
ENSG00000303038.1,ENSG00000303038
ENSG00000256355.1,NTAN1P3
ENSG00000295097.1,ENSG00000295097
ENSG00000256172.2,LINC02420
ENSG00000203585.5,LINC02408
ENSG00000300858.1,ENSG00000300858
ENSG00000256077.6,LINC02442
ENSG00000300090.1,ENSG00000300090
ENSG00000310294.1,ENSG00000310294
ENSG00000127334.11,DYRK2
ENSG00000235872.2,ENSG00000235872
ENSG00000255970.2,LINC02421
ENSG00000307829.1,ENSG00000307829
ENSG00000307870.1,ENSG00000307870
ENSG00000279505.1,ENSG00000279505
ENSG00000293838.1,ENSG00000293838
ENSG00000309845.1,ENSG00000309845
ENSG00000309868.1,ENSG00000309868
ENSG00000255772.6,LINC01479
ENSG00000256835.1,ENSG00000256835
ENSG00000255733.7,IFNG-AS1
ENSG00000244432.2,RPL39P28
ENSG00000301254.1,ENSG00000301254
ENSG00000236946.2,HNRNPA1P70
ENSG00000256708.1,ENSG00000256708
ENSG00000111537.5,IFNG
ENSG00000301268.1,ENSG00000301268
ENSG00000111536.5,IL26
ENSG00000127318.11,IL22
ENSG00000303715.1,ENSG00000303715
ENSG00000111554.15,MDM1
ENSG00000251301.9,LINC02384
ENSG00000306562.1,ENSG00000306562
ENSG00000256273.2,ENSG00000256273
ENSG00000306588.1,ENSG00000306588
ENSG00000273824.1,ENSG00000273824
ENSG00000256075.1,ENSG00000256075
ENSG00000256917.1,ENSG00000256917
ENSG00000240087.3,RPSAP12
ENSG00000294666.1,ENSG00000294666
ENSG00000274459.1,Metazoa_SRP
ENSG00000289173.3,ENSG00000289173
ENSG00000127314.18,RAP1B
ENSG00000234040.3,RPL10P12
ENSG00000206650.1,SNORA70G
ENSG00000234925.2,ATP5PDP4
ENSG00000247363.4,NUP107-DT
ENSG00000241825.2,RPL7P42
ENSG00000111581.10,NUP107
ENSG00000233560.2,KRT8P39
ENSG00000175782.11,SLC35E3
ENSG00000289595.2,ENSG00000289595
ENSG00000256678.1,SZRD1P1
ENSG00000135679.27,MDM2
ENSG00000256325.1,ENSG00000256325
ENSG00000257181.1,ENSG00000257181
ENSG00000256664.1,ENSG00000256664
ENSG00000135678.12,CPM
ENSG00000252770.1,RNU7-4P
ENSG00000257289.1,ENSG00000257289
ENSG00000257336.1,PRELID2P1
ENSG00000309659.1,ENSG00000309659
ENSG00000308169.1,ENSG00000308169
ENSG00000258140.2,ENSG00000258140
ENSG00000298744.1,ENSG00000298744
ENSG00000111605.18,CPSF6
ENSG00000283476.1,MIR1279
ENSG00000257818.1,C1GALT1P1
ENSG00000274979.1,ENSG00000274979
ENSG00000090382.7,LYZ
ENSG00000257764.2,ENSG00000257764
ENSG00000127337.7,YEATS4
ENSG00000266185.2,RN7SL804P
ENSG00000257507.2,LINC02373
ENSG00000241765.2,RPS26P45
ENSG00000166225.9,FRS2
ENSG00000264405.1,MIR3913-1
ENSG00000283677.1,MIR3913-2
ENSG00000166226.13,CCT2
ENSG00000198812.5,LRRC10
ENSG00000305711.1,ENSG00000305711
ENSG00000127325.19,BEST3
ENSG00000279551.1,ENSG00000279551
ENSG00000247131.7,ENSG00000247131
ENSG00000127328.22,RAB3IP
ENSG00000258052.1,ENSG00000258052
ENSG00000166268.11,MYRFL
ENSG00000257815.10,PRANCR
ENSG00000257241.1,ENSG00000257241
ENSG00000306323.1,ENSG00000306323
ENSG00000257139.2,LINC02821
ENSG00000287132.1,ENSG00000287132
ENSG00000111596.14,CNOT2
ENSG00000289283.1,ENSG00000289283
ENSG00000279530.2,ENSG00000279530
ENSG00000135643.5,KCNMB4
ENSG00000222405.1,RNU4-65P
ENSG00000258168.7,ENSG00000258168
ENSG00000127329.16,PTPRB
ENSG00000299164.1,ENSG00000299164
ENSG00000277247.1,ENSG00000277247
ENSG00000303349.1,ENSG00000303349
ENSG00000153233.13,PTPRR
ENSG00000257302.1,FAHD2P1
ENSG00000307941.1,ENSG00000307941
ENSG00000207387.1,Y_RNA
ENSG00000307962.1,ENSG00000307962
ENSG00000308137.1,ENSG00000308137
ENSG00000257265.1,ENSG00000257265
ENSG00000258053.2,ENSG00000258053
ENSG00000127324.9,TSPAN8
ENSG00000139292.13,LGR5
ENSG00000277223.1,ENSG00000277223
ENSG00000288530.1,ENSG00000288530
ENSG00000257761.3,ENSG00000257761
ENSG00000133858.17,ZFC3H1
ENSG00000212461.1,ENSG00000212461
ENSG00000173451.7,THAP2
ENSG00000306515.1,ENSG00000306515
ENSG00000258064.1,ENSG00000258064
ENSG00000139291.14,TMEM19
ENSG00000309638.1,ENSG00000309638
ENSG00000257515.1,ENSG00000257515
ENSG00000080371.6,RAB21
ENSG00000257410.1,ENSG00000257410
ENSG00000257991.1,ENSG00000257991
ENSG00000121749.16,TBC1D15
ENSG00000257802.1,MRS2P2
ENSG00000139287.13,TPH2
ENSG00000258115.1,ENSG00000258115
ENSG00000072657.10,TRHDE
ENSG00000296317.1,ENSG00000296317
ENSG00000236333.5,TRHDE-AS1
ENSG00000301751.1,ENSG00000301751
ENSG00000257287.1,H3P35
ENSG00000257723.1,CHCHD3P2
ENSG00000302314.1,ENSG00000302314
ENSG00000258235.2,ENSG00000258235
ENSG00000295081.1,ENSG00000295081
ENSG00000295067.1,ENSG00000295067
ENSG00000297369.1,ENSG00000297369
ENSG00000258294.6,ENSG00000258294
ENSG00000258123.1,LINC02444
ENSG00000257682.1,ENSG00000257682
ENSG00000294955.1,ENSG00000294955
ENSG00000251138.8,LINC02882
ENSG00000243164.1,RPL31P48
ENSG00000252415.1,RNU6-1012P
ENSG00000257750.3,LINC02445
ENSG00000201809.1,U8
ENSG00000257587.1,ENSG00000257587
ENSG00000258332.3,LINC02394
ENSG00000258320.1,ENSG00000258320
ENSG00000257113.1,ENSG00000257113
ENSG00000257364.1,VENTXP3
ENSG00000253719.4,ATXN7L3B
ENSG00000257386.1,ENSG00000257386
ENSG00000297497.1,ENSG00000297497
ENSG00000297480.1,ENSG00000297480
ENSG00000257323.1,ENSG00000257323
ENSG00000188646.6,ENSG00000188646
ENSG00000257998.1,ENSG00000257998
ENSG00000302086.1,ENSG00000302086
ENSG00000298920.1,ENSG00000298920
ENSG00000300204.1,ENSG00000300204
ENSG00000257434.1,ENSG00000257434
ENSG00000166006.14,KCNC2
ENSG00000254451.3,CAPS2-AS1
ENSG00000258112.1,CCNG2P1
ENSG00000180881.21,CAPS2
ENSG00000257823.1,ENSG00000257823
ENSG00000273987.1,ENSG00000273987
ENSG00000173401.10,GLIPR1L1
ENSG00000180481.11,GLIPR1L2
ENSG00000139278.10,GLIPR1
ENSG00000257497.2,GLIPR1-AS1
ENSG00000111615.14,KRR1
ENSG00000258077.3,ENSG00000258077
ENSG00000296770.1,ENSG00000296770
ENSG00000257777.1,ENSG00000257777
ENSG00000286259.1,ENSG00000286259
ENSG00000258245.1,RPL10P13
ENSG00000251893.2,SNORA70
ENSG00000296751.1,ENSG00000296751
ENSG00000307409.1,ENSG00000307409
ENSG00000310333.1,ENSG00000310333
ENSG00000258091.1,ENSG00000258091
ENSG00000257329.2,ENSG00000257329
ENSG00000305824.1,ENSG00000305824
ENSG00000243420.3,RN7SL734P
ENSG00000198923.4,ENSG00000198923
ENSG00000305848.1,ENSG00000305848
ENSG00000139289.15,PHLDA1
ENSG00000257453.1,PHLDA1-AS1
ENSG00000257839.2,PHLDA1-DT
ENSG00000187109.15,NAP1L1
ENSG00000257941.1,DENRP2
ENSG00000258304.1,ENSG00000258304
ENSG00000257872.1,ENSG00000257872
ENSG00000252858.1,RNU6-1271P
ENSG00000309118.1,ENSG00000309118
ENSG00000257219.7,LNCOG
ENSG00000223273.1,RN7SKP172
ENSG00000306428.1,ENSG00000306428
ENSG00000179941.9,BBS10
ENSG00000297764.1,ENSG00000297764
ENSG00000091039.17,OSBPL8
ENSG00000257526.4,ENSG00000257526
ENSG00000287030.1,ENSG00000287030
ENSG00000213272.5,RPL7AP9
ENSG00000271142.1,YWHAQP7
